s8.mbl.p2,s7.s4.day.no.mou.p2.p4,s3.new.rev.p3,s7.s5.s4.day.nomou.p4,s8.og.rev.p3,s8.ic.mou.all.p3,target,s7.rev.p2.p6,s7.new.rev.p3.p6,ds.usg.p6,ds.og.usg.p4,s4.day.no.mou.p2,s7.rtd.mou.p3.p6,s7.new.rev.l21.p6,s8.new.rev.p3,s1.loc.og.mou.p1,s7.rtd.mou.l21.p6,s8.rtd.mou.p3,s8.rev.p6,s5.rev.p2,s4.rch.val.gt.30.p2,s4.loc.ins.l14,s4.data.ins.l14,s3.og.rev.all.m2,s3.new.rev.m2
-2.18,0.25,4.06,0.166666667,-0.16,-0.23,0,0.23,0.5,0,0,1,0.48,0.72,-0.21,8.8999,0.71,-0.13,0.03,6.73,0.0,12.0,0,3.08,3.43
-0.93,0.333333333,8.54,0.0,-0.59,0.04,0,0.16,0.44,0,0,0,0.43,0.56,-0.54,1.9999,0.56,-0.48,0.12,24.28,0.0,14.0,0,6.07,7.92
6.44,0.333333333,11.88,0.666666667,0.85,-0.06,0,0.23,0.55,0,0,0,0.55,0.58,0.85,61.6329,0.59,0.67,0.21,38.91,1.0,14.0,0,12.22,12.22
3.69,0.2,10.36,0.6,-1.03,0.3,0,0.08,0.29,0,0,0,0.33,0.45,-0.99,10.3332,0.47,-0.87,0.03,25.2,1.0,13.0,5,11.11,13.13
6.44,99.0,26.005000000000003,0.0,-1.125,-0.12,0,0.21,0.6,0,0,0,0.37,0.77,-1.52,86.4996,0.6,-1.3450000000000002,0.525,75.53125,2.0,14.0,5,18.26375,27.29875
-7.960000000000001,99.0,10.3,0.0,-0.33,0.16,0,0.27,0.6,0,0,0,0.46,0.75,-0.25,58.6495,0.6,0.44,0.37,29.92,1.0,14.0,0,7.66,7.99
5.64,0.0,7.9,0.0,0.36,-0.28,0,0.19,0.47,0,0,0,0.34,0.79,0.32,41.5164,0.65,0.34,0.1,27.63,1.0,14.0,0,7.95,8.12
6.39,99.0,3.32,0.0,-0.06,-0.04,0,0.21,0.45,0,0,0,0.48,0.57,-0.09,67.3497,0.62,-0.35,0.04,13.76,1.0,14.0,0,2.37,2.64
-0.72,0.4,8.27,0.4,0.05,0.31,1,0.11,0.28,0,0,1,0.28,0.56,0.07,14.3165,0.55,0.04,-0.11,23.44,0.0,14.0,0,8.19,11.7
-5.11,0.0,13.6,0.0,-1.12,-0.2,1,0.1,0.47,0,0,0,0.52,0.67,-1.23,8.9997,0.68,-0.94,0.02,18.81,0.0,14.0,0,10.19,12.31
-0.5,0.666666667,10.18,0.0,0.05,0.0,1,0.12,0.25,0,0,0,0.33,0.54,0.13,15.7832,0.57,-0.13,0.11,36.04,1.0,11.5,0,18.26375,25.08
6.44,0.333333333,1.35,0.333333333,-0.2,-0.02,0,0.02,0.36,0,0,0,0.57,0.5,-0.16,2.0666,0.65,-0.69,-0.08,3.07,1.0,14.0,0,1.57,3.41
0.0,0.4375,1.03,0.6875,-0.13,0.1,0,0.0,0.06,0,0,1,0.12,0.2,-0.13,0.0,0.45,-0.16,-0.09,0.0,0.0,11.5,2,2.5,6.97
-7.960000000000001,0.222222222,7.48,0.222222222,0.59,0.02,0,0.4649999999999999,0.75,0,0,0,0.75,0.82,0.59,45.183,0.82,0.48,0.37,28.46,0.0,13.0,0,2.9,2.9
-5.48,0.0,6.8,0.0,-0.57,-0.65,1,0.19,0.43,0,0,0,0.55,0.8,-0.64,31.6163,0.77,-0.94,0.15,11.42,0.0,14.0,0,6.11,10.99
-2.42,99.0,8.29,0.0,0.14,-0.37,0,0.32,0.45,0,0,0,0.62,0.63,0.2,0.0,0.74,1.175,0.19,35.45,1.0,11.5,0,8.57,8.89
-2.75,0.0,2.78,0.0,-0.37,-1.04,1,0.15,0.5,0,0,0,0.67,0.79,-0.37,7.1663,0.85,-0.7,0.05,4.6,0.0,14.0,1,2.7,5.04
-1.75,0.166666667,2.51,0.833333333,-0.3,0.0,1,0.08,0.42,0,0,0,0.52,0.71,-0.37,3.9164,0.75,-0.26,0.0,7.06,0.0,13.0,5,3.02,4.93
1.94,0.5,3.76,0.5,0.07,0.01,1,0.23,0.41,0,0,0,0.42,0.63,0.18,12.7163,0.57,0.06,0.01,7.66,1.0,14.0,0,3.27,5.62
6.44,0.75,7.38,0.5,-1.05,-1.04,0,0.0,0.26,0,0,1,0.26,0.47,-1.08,9.1332,0.61,-1.05,-0.27,10.19,1.0,14.0,0,7.0,6.88
2.25,99.0,8.63,0.0,0.54,0.1,0,0.23,0.38,0,0,0,0.37,0.51,0.56,34.2329,0.51,0.5,-0.06,23.2,1.0,14.0,0,6.59,7.04
0.1,99.0,15.72,0.0,-0.36,0.1,0,0.19,0.49,0,0,0,0.51,0.59,-0.19,56.9329,0.63,-0.3,0.08,41.49,2.0,14.0,2,10.26,14.5
-0.3,1.0,10.51,1.0,-0.69,-1.04,0,-0.03,0.39,0,0,1,0.28,0.68,-0.74,0.85,0.63,-0.83,0.01,2.5,0.0,11.5,0,7.38,7.93
0.49,0.0,22.97,0.5,0.22,0.35,0,0.17,0.765,0,0,0,0.765,0.935,-0.05,65.4497,0.935,1.1,0.37,7.3,0.0,14.0,0,2.85,17.13
-2.43,0.363636364,5.54,0.363636364,-0.23,-0.27,0,0.19,0.67,0,0,1,0.71,0.73,-0.3,2.6999,0.77,-0.15,0.06,9.36,0.0,13.0,0,3.74,4.07
-0.89,0.214285714,4.22,0.571428571,-0.18,-0.15,1,0.1,0.62,0,0,1,0.67,0.82,-0.22,9.8665,0.89,-0.15,0.33,9.7,0.0,14.0,5,3.48,4.38
0.0,0.0,3.37,0.0,-0.54,-0.55,0,0.05,0.16,0,0,0,0.53,0.21,-0.54,18.7665,0.71,-1.3450000000000002,-0.08,2.33,0.0,14.0,0,2.92,27.29875
1.6,99.0,11.77,0.0,-0.93,0.26,1,0.17,0.34,0,0,0,0.38,0.54,-1.52,18.1831,0.56,-1.3450000000000002,0.11,43.22,2.0,14.0,5,8.78,13.68
-1.1,0.0,11.27,0.0,0.07,0.96,0,0.22,0.47,0,0,0,0.45,0.53,0.18,8.9498,0.52,0.06,0.09,36.07,0.0,12.0,0,9.67,10.38
-0.01,0.304347826,5.86,0.608695652,-0.31,0.11,1,0.0,0.65,0,0,1,0.765,0.87,-0.37,0.0,0.935,-1.3450000000000002,0.02,0.16,0.0,11.5,5,4.19,4.7
-7.960000000000001,99.0,26.005000000000003,0.0,0.68,0.96,0,0.11,0.53,0,0,0,0.51,0.59,-0.8,107.0235125,0.64,1.175,-0.49,28.27,0.0,14.0,5,7.37,27.29875
6.44,0.0,23.17,1.0,-0.72,0.84,0,0.22,0.54,0,0,0,0.54,0.58,-0.65,102.9996,0.58,-0.6,0.47,75.23,2.0,14.0,0,18.26375,25.9
0.0,0.368421053,0.0,0.789473684,0.0,0.0,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.21,0.0,0.0,0.35,0.0,-0.555,0.0,0.0,11.5,0,12.25,23.99
6.44,0.25,10.93,0.0,0.35,0.38,0,0.11,0.44,0,0,0,0.41,0.55,0.62,38.0163,0.52,0.29,-0.12,24.2,1.0,14.0,5,7.69,7.84
0.88,0.125,9.51,0.4375,0.24,0.32,0,0.45,0.61,0,0,0,0.43,0.61,0.73,12.3498,0.46,0.18,0.07,23.74,0.0,11.5,3,3.98,4.2
6.44,0.133333333,14.57,0.533333333,0.51,0.28,0,0.4649999999999999,0.5,0,0,1,0.35,0.72,1.22,0.8833,0.48,1.1,0.15,53.18,2.0,13.0,0,4.09,6.37
3.92,0.2,10.57,0.8,-0.35,0.01,1,0.05,0.28,0,0,0,0.43,0.48,-0.07,2.7665,0.59,-0.6,-0.17,13.24,1.0,12.0,5,9.13,11.26
6.44,99.0,26.005000000000003,0.0,0.995,-0.55,1,0.25,0.37,0,0,0,0.37,0.56,1.06,107.0235125,0.56,0.95,-0.09,75.53125,2.0,14.0,5,18.26375,27.29875
-7.960000000000001,0.0,26.005000000000003,0.555555556,0.03,-0.03,0,0.23,0.69,0,0,0,0.61,0.7,-0.89,15.2665,0.61,1.175,0.525,62.62,1.0,11.5,5,18.26375,25.83
-0.97,0.222222222,3.79,0.222222222,0.11,-0.04,0,0.2,0.43,0,0,0,0.43,0.58,0.09,4.3333,0.57,0.1,0.0,10.41,0.0,12.0,0,3.36,3.54
-4.2,0.0,26.005000000000003,0.0,0.17,-1.01,0,0.43,0.57,0,0,0,0.61,0.66,1.36,107.0235125,0.71,-0.39,0.525,75.53125,2.0,14.0,0,15.1,17.33
-0.76,0.166666667,21.64,0.833333333,0.995,0.49,0,0.4649999999999999,0.58,0,0,0,0.6,0.62,1.36,80.6829,0.65,1.175,0.34,75.53125,2.0,11.5,0,4.11,6.41
-1.97,99.0,4.42,0.0,-0.17,-0.23,1,0.13,0.33,0,0,0,0.41,0.48,-0.12,0.0,0.51,-0.33,-0.07,14.4,0.0,13.0,0,8.25,9.17
-1.18,0.190476191,2.24,0.285714286,0.03,0.02,1,0.09,0.2,0,0,1,0.2,0.2,0.03,0.9332,0.21,0.02,-0.15,5.51,0.0,11.5,0,6.08,6.16
3.91,0.142857143,3.38,0.428571429,0.21,-0.19,0,0.12,0.36,0,0,0,0.43,0.56,0.24,11.6498,0.55,0.17,-0.02,9.63,1.0,14.0,3,3.18,5.08
2.18,0.0,4.9,1.0,0.18,-0.21,0,0.07,0.4,0,0,0,0.45,0.53,0.17,19.483,0.6,0.14,-0.01,5.89,0.0,14.0,0,4.16,6.4
-3.55,99.0,6.72,0.0,-0.48,0.11,1,0.13,0.56,0,0,0,0.4,0.7,-0.47,9.7662,0.56,-0.43,0.12,5.05,1.0,14.0,0,5.27,5.33
0.4,0.5,18.27,0.5,0.8,0.74,0,0.2,0.39,0,0,1,0.34,0.48,1.36,30.3332,0.53,0.6,0.07,46.27,1.0,11.5,0,6.41,13.56
-2.03,0.0,7.66,0.428571429,0.33,0.03,1,0.31,0.39,0,0,0,0.49,0.56,0.39,31.1497,0.63,0.31,0.04,21.37,2.0,14.0,0,7.53,10.39
-7.960000000000001,0.0,7.42,0.666666667,0.29,-0.03,1,0.23,0.45,0,0,0,0.59,0.63,0.66,0.0,0.78,0.95,0.07,27.72,0.0,11.5,0,5.22,12.77
-2.22,0.142857143,10.95,0.428571429,-0.02,0.15,1,0.06,0.4,0,0,0,0.28,0.47,-1.12,4.6498,0.35,-0.21,-0.25,6.0,0.0,12.0,1,3.79,9.37
-4.9,0.333333333,6.73,0.666666667,0.0,0.27,0,0.19,0.41,0,0,0,0.45,0.49,-0.11,3.6999,0.55,-0.28,-0.08,12.04,0.0,11.5,1,3.83,7.96
-7.02,0.0,6.88,1.0,0.31,0.14,0,0.28,0.59,0,0,0,0.61,0.59,-0.35,38.7496,0.61,0.51,0.0,11.02,0.0,13.0,0,5.02,7.19
0.33,0.142857143,3.72,0.428571429,-0.08,0.09,1,0.26,0.36,0,0,1,0.37,0.67,0.02,9.8832,0.66,-0.06,0.02,11.45,0.0,14.0,0,3.57,5.34
0.94,1.0,5.98,0.0,0.08,0.06,0,0.3,0.48,0,0,0,0.4,0.55,-0.01,34.2829,0.5,0.08,0.02,24.46,1.0,14.0,0,2.92,4.87
2.02,0.125,7.12,0.375,0.17,0.02,0,0.18,0.34,0,0,0,0.25,0.45,0.19,12.9829,0.34,0.14,-0.22,17.89,1.0,14.0,0,9.36,11.22
-7.960000000000001,99.0,12.04,0.0,0.995,0.4,0,0.23,0.38,0,0,0,0.39,0.53,1.1,76.7828,0.55,1.175,0.1,25.93,1.0,14.0,0,13.06,14.52
0.06,0.285714286,7.09,0.285714286,-0.25,0.96,1,0.13,0.32,0,0,0,0.24,0.68,-0.51,3.2498,0.7,-0.21,0.07,9.47,0.0,14.0,0,4.06,8.6
-2.4,0.0,3.57,0.0,-0.04,-0.2,0,0.11,0.34,0,0,0,0.34,0.51,-0.1,8.0997,0.52,-0.03,-0.03,3.78,0.0,14.0,0,3.39,3.55
0.11,1.0,7.17,0.0,0.8,0.79,0,0.07,0.16,0,0,0,0.26,0.175,0.45,58.6995,0.37,-1.22,-0.555,17.17,1.0,14.0,0,13.45,27.29875
0.0,0.0,20.32,1.0,0.21,-0.54,0,0.13,0.32,0,0,0,0.35,0.42,0.04,107.0235125,0.44,1.16,-0.29,21.13,2.0,14.0,5,9.88,24.61
-7.960000000000001,99.0,17.2,0.0,0.96,-1.04,0,0.2,0.55,0,0,0,0.27,0.57,0.88,77.766,0.47,0.18,-0.03,50.18,2.0,14.0,5,14.21,18.06
3.35,0.5,17.6,0.0,-0.26,-0.19,0,0.22,0.45,0,0,0,0.35,0.66,0.39,13.3831,0.61,-0.35,0.28,36.83,1.0,14.0,0,9.7,11.45
0.92,0.153846154,8.73,0.384615385,-0.18,0.23,0,0.14,0.48,0,0,1,0.44,0.55,-0.46,6.3997,0.55,-0.19,-0.1,24.65,0.0,13.0,0,3.55,7.35
-4.92,0.0,11.9,0.0,-0.54,-0.31,1,0.06,0.3,0,0,0,0.37,0.59,-0.87,28.7829,0.63,-0.29,0.13,9.48,0.0,14.0,0,11.34,13.71
6.44,99.0,18.85,0.0,0.2,-1.04,0,0.31,0.67,0,0,0,0.64,0.86,-0.09,0.0,0.84,-1.3450000000000002,0.525,75.53125,2.5,14.0,5,18.26375,25.29
2.3,0.166666667,9.84,0.388888889,0.51,-0.11,0,0.43,0.68,0,0,1,0.71,0.92,0.8,18.9332,0.88,0.42,0.24,22.43,1.0,11.5,0,4.83,6.91
0.19,0.4,8.32,0.4,0.91,0.28,0,0.18,0.21,0,0,0,0.22,0.47,0.97,37.6165,0.47,0.76,-0.13,26.16,1.0,11.5,0,8.14,8.43
-5.66,0.25,21.06,0.5,0.04,0.09,0,0.41,0.6,0,0,0,0.5,0.78,0.19,10.8164,0.61,0.04,0.525,75.53125,2.5,14.0,5,9.25,10.86
0.73,0.333333333,4.67,0.666666667,-0.24,0.0,0,0.11,0.41,0,0,1,0.36,0.58,0.01,10.4497,0.56,-0.18,-0.02,14.11,0.0,14.0,0,3.67,3.94
4.07,99.0,7.3,0.0,0.38,-0.57,0,0.29,0.56,0,0,0,0.5,0.69,0.42,20.8328,0.69,0.13,0.12,14.83,1.0,14.0,1,4.52,5.66
-0.52,0.272727273,6.54,0.272727273,0.53,-0.05,0,0.21,0.41,0,0,1,0.44,0.53,0.58,26.6663,0.53,0.44,0.04,15.71,0.0,14.0,0,4.44,5.94
-1.2,0.3,1.49,0.4,0.08,0.31,1,0.11,0.16,0,0,1,0.17,0.22,0.08,4.4832,0.2,0.07,-0.16,4.86,0.0,14.0,0,5.74,5.72
4.69,0.0,7.18,1.0,0.1,-1.04,0,0.25,0.53,0,0,0,0.26,0.57,0.36,18.8997,0.33,0.25,0.0,20.03,1.0,14.0,1,2.82,3.44
0.0,0.368421053,0.0,1.0,0.0,0.02,1,0.2,0.0049999999999999,0,0,1,0.0049999999999999,0.21,0.0,0.0,0.175,0.0,-0.41,75.53125,1.0,11.5,5,9.53,10.76
1.39,99.0,9.43,0.0,0.15,-0.02,0,0.25,0.41,0,0,0,0.42,0.64,0.29,22.6328,0.6,0.41,0.33,63.89,2.0,14.0,1,8.53,13.92
-2.16,0.076923077,2.15,0.307692308,0.03,-0.54,1,0.15,0.31,0,0,0,0.29,0.38,-0.04,6.6998,0.36,0.02,-0.06,5.87,0.0,12.0,0,3.0,3.13
1.4,0.666666667,5.4,0.0,-0.68,-0.22,0,0.09,0.34,0,0,0,0.35,0.55,-0.61,4.7331,0.55,-0.57,-0.12,8.5,0.0,14.0,0,5.08,5.21
-0.67,0.0,5.84,0.6,-0.05,-0.2,0,0.16,0.5,0,0,0,0.43,0.54,-0.13,2.4663,0.55,-0.04,0.05,8.0,0.0,14.0,0,3.23,5.83
-4.25,0.5,5.5,0.0,-0.17,-0.01,0,0.13,0.38,0,0,0,0.37,0.6,-0.16,9.9166,0.61,-0.14,0.07,10.33,1.0,13.0,0,5.6,5.57
-0.53,0.25,2.43,0.25,-0.14,0.09,0,0.03,0.14,0,0,1,0.15,0.43,-0.14,1.1333,0.43,-0.12,-0.13,1.07,0.0,13.0,0,5.13,5.15
-7.83,0.0,8.52,0.0,0.4,-0.44,0,0.26,0.4,0,0,0,0.43,0.63,-0.2,17.0998,0.64,0.11,0.02,20.35,0.0,11.5,0,5.43,7.09
-7.960000000000001,99.0,12.9,0.0,-1.125,-0.42,1,0.44,0.51,0,0,0,0.45,0.61,-0.86,32.2829,0.57,-1.12,0.525,75.53125,2.0,14.0,3,8.71,9.9
-0.83,0.555555556,7.74,0.555555556,-0.19,-0.14,0,0.14,0.36,0,0,1,0.25,0.5,-0.37,0.0,0.34,-0.16,-0.04,15.98,0.0,12.0,0,3.68,6.78
0.0,0.428571429,9.36,0.428571429,-0.4,0.39,0,0.0,0.47,0,0,2,0.61,0.47,-0.49,0.7332,0.78,-1.3450000000000002,-0.03,0.0,0.0,14.0,0,5.93,11.91
-0.11,0.384615385,0.5,0.461538462,-0.04,-0.38,1,0.02,0.04,0,0,1,0.05,0.58,-0.04,0.4166,0.52,-0.05,-0.16,1.58,0.0,14.0,3,5.09,7.88
-0.29,1.0,9.14,0.0,-0.03,-0.16,0,0.19,0.42,0,0,0,0.6,0.58,-0.17,46.2496,0.78,0.5,0.09,21.74,0.0,14.0,5,4.57,9.34
-2.35,0.5,11.7,1.0,-0.78,0.5,1,0.09,0.29,0,0,0,0.42,0.46,-1.13,62.3663,0.58,-1.3450000000000002,-0.555,30.3,1.0,14.0,2,13.89,23.36
-4.68,0.166666667,7.26,0.166666667,-0.46,-0.03,0,0.39,0.5,0,0,1,0.52,0.7,-0.46,11.9499,0.73,-0.39,0.02,12.62,0.0,12.0,0,5.86,5.87
6.44,99.0,16.59,0.0,0.46,-0.02,0,0.19,0.45,0,0,0,0.39,0.53,1.36,53.9829,0.52,0.32,-0.22,41.46,1.0,14.0,0,4.96,8.7
2.4,0.0,6.72,0.0,0.54,0.76,0,0.19,0.4,0,0,0,0.43,0.65,0.55,9.3164,0.58,0.54,0.07,16.48,1.0,11.5,4,4.75,11.0
6.44,0.444444444,5.58,0.444444444,-0.52,-0.31,1,-0.04,0.25,0,0,1,0.26,0.41,-0.45,2.3665,0.4,-0.48,-0.18,2.29,1.0,11.5,0,8.32,8.44
-4.73,99.0,4.12,0.0,-0.04,-0.27,0,0.16,0.29,0,0,0,0.28,0.39,-0.08,14.0496,0.39,-0.03,-0.19,12.4,1.0,14.0,0,6.53,6.99
-0.43,1.0,11.46,1.0,0.27,0.47,0,0.13,0.35,0,0,1,0.33,0.5,0.49,24.9498,0.5,0.22,-0.11,21.35,1.0,14.0,5,6.53,10.54
-6.69,99.0,5.0,0.0,0.12,-0.16,0,0.14,0.33,0,0,0,0.33,0.52,0.13,28.4328,0.51,0.11,-0.02,20.27,1.0,14.0,0,4.77,4.93
-7.960000000000001,1.0,13.24,0.0,-1.125,-1.04,1,0.14,0.33,0,0,0,0.3,0.53,-1.29,42.0164,0.46,-1.3450000000000002,-0.14,35.6,0.0,13.0,0,11.42,11.46
0.0,0.375,5.61,0.375,-0.18,-0.51,0,0.11,0.71,0,0,1,0.48,0.71,-0.25,0.0,0.66,-0.69,0.04,6.4,0.0,11.5,0,4.56,4.55
6.44,0.0,26.005000000000003,0.0,-0.88,-0.3,0,0.19,0.51,0,0,0,0.49,0.61,-0.88,94.3494,0.6,-0.55,0.17,75.53125,1.0,14.0,1,18.26375,26.9
0.47,1.0,7.29,1.0,-0.8,-0.99,0,0.04,0.51,0,0,1,0.52,0.71,-0.89,2.3499,0.73,0.8,0.14,5.49,0.0,14.0,0,4.11,5.64
-0.11,0.277777778,8.02,0.388888889,0.04,0.48,0,0.2,0.34,0,0,1,0.29,0.51,-0.01,1.3,0.43,0.04,-0.02,17.75,0.0,11.5,0,6.26,10.38
-0.25,0.0,26.005000000000003,0.0,-1.125,-0.85,1,0.14,0.52,0,0,0,0.51,0.67,-1.52,43.1329,0.67,-1.3450000000000002,0.44,32.98,1.0,13.0,0,18.26375,23.59
-7.93,99.0,16.47,0.0,-0.39,0.13,0,0.24,0.49,0,0,0,0.52,0.6,-0.39,4.833,0.59,-1.3450000000000002,0.37,72.13,2.5,13.0,5,15.11,24.7
-7.960000000000001,0.285714286,1.59,0.285714286,-0.04,-0.08,0,0.4649999999999999,0.36,0,0,1,0.35,0.58,-0.09,4.0498,0.59,-0.04,0.15,28.0,0.0,13.0,0,2.04,2.08
6.44,99.0,24.22,0.0,0.995,0.41,0,0.22,0.45,0,0,0,0.33,0.62,1.36,0.0,0.46,1.175,-0.1,75.53125,2.0,11.5,0,18.26375,21.7
-5.6,99.0,13.21,0.0,-0.99,0.58,0,0.12,0.38,0,0,0,0.39,0.54,-1.36,33.2496,0.56,-0.88,-0.19,24.54,1.0,14.0,0,16.31,16.94
2.1,0.0,8.0,0.0,-0.16,-0.06,0,0.19,0.68,0,0,0,0.57,0.78,-0.03,34.6326,0.67,0.07,0.03,30.71,1.0,14.0,5,3.06,5.82
-1.59,99.0,5.8,0.0,0.04,-0.28,0,0.16,0.43,0,0,0,0.36,0.56,-0.21,25.6328,0.54,-0.58,-0.11,10.49,0.0,14.0,0,3.81,7.3
1.86,99.0,9.2,0.0,0.06,0.19,0,0.15,0.36,0,0,0,0.43,0.52,0.05,29.2495,0.58,0.0,-0.15,22.51,0.0,14.0,0,3.55,9.46
0.0,0.233333333,0.0,1.0,0.0,-0.37,0,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,5.0832,0.175,0.0,-0.27,0.0,0.0,11.5,0,9.92,10.15
-0.05,0.277777778,0.71,0.277777778,-0.02,-0.22,0,0.01,0.06,0,0,1,0.05,0.33,-0.04,0.0,0.32,-0.02,-0.15,0.62,0.0,11.5,0,4.95,5.39
-0.04,0.166666667,3.24,0.833333333,0.1,0.51,0,0.1,0.1,0,0,1,0.06,0.32,0.31,3.4831,0.29,0.09,-0.23,7.68,0.0,13.0,0,5.0,7.64
-0.1,1.0,5.29,1.0,-0.37,0.0,1,0.21,0.21,0,0,1,0.28,0.32,-0.32,1.4165,0.58,-1.25,0.0,41.03,1.0,13.0,5,3.99,27.29875
6.44,0.0,13.04,1.0,-0.42,0.02,0,0.15,0.765,0,0,0,0.765,0.935,-0.61,11.0831,0.935,-0.35,0.19,8.62,1.0,14.0,2,7.15,9.73
-0.28,99.0,20.9,0.0,-0.42,0.12,0,0.1,0.29,0,0,0,0.28,0.4,-0.65,25.3329,0.4,-1.3450000000000002,-0.5,18.29,2.0,14.0,0,16.99,22.35
-1.91,0.0,4.73,0.0,-0.38,0.19,0,0.13,0.31,0,0,0,0.5,0.38,-0.42,11.4832,0.56,-0.22,-0.14,10.72,0.0,14.0,0,6.65,8.52
-6.28,0.0,6.89,0.666666667,-0.71,0.08,0,0.06,0.23,0,0,0,0.38,0.35,-0.71,44.9159,0.46,-1.14,-0.35,12.53,0.0,14.0,5,11.81,12.6
0.0,0.538461539,1.12,1.0,-0.12,-0.55,1,0.0,0.04,0,0,1,0.05,0.37,-0.12,0.0,0.36,-0.1,-0.09,0.08,0.0,11.5,5,3.67,3.64
-3.07,99.0,26.005000000000003,0.0,-0.68,0.02,0,0.14,0.61,0,0,0,0.42,0.73,-1.52,107.0235125,0.59,-0.14,0.11,75.53125,1.0,14.0,5,6.38,27.29875
-0.1,0.125,12.53,0.25,0.17,-0.44,0,0.28,0.44,0,0,0,0.46,0.48,0.5,50.433,0.54,0.67,-0.13,22.14,1.0,13.0,0,3.99,5.52
-2.44,0.25,7.06,0.5,0.15,-0.23,0,0.21,0.35,0,0,0,0.42,0.64,0.46,5.9165,0.66,0.93,-0.3,63.39,2.0,11.5,1,9.75,16.84
-0.14,0.875,26.005000000000003,1.0,-1.125,-0.92,1,0.0,0.43,0,0,1,0.49,0.64,-1.52,0.0,0.66,-1.3450000000000002,-0.05,1.35,0.0,11.5,0,14.59,27.11
-0.72,0.571428571,14.3,0.285714286,-1.125,0.07,1,0.03,0.5,0,0,1,0.38,0.75,-1.52,0.0,0.68,-1.3450000000000002,0.11,5.4,0.0,11.5,0,8.92,10.49
6.44,99.0,10.81,0.0,-0.16,-0.04,0,0.17,0.41,0,0,0,0.4,0.59,0.21,52.7164,0.6,-0.14,0.21,19.83,1.0,14.0,1,9.47,10.0
0.0,0.318181818,0.0,0.772727273,0.0,0.13,0,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,0.2666,0.175,0.0,-0.12,0.0,0.0,11.5,0,3.19,7.41
-4.96,99.0,8.67,0.0,0.38,0.79,0,0.22,0.44,0,0,0,0.4,0.56,-0.08,74.8494,0.52,0.79,0.18,36.62,1.0,14.0,5,5.05,7.25
-3.61,99.0,11.82,0.0,0.79,-0.25,0,0.18,0.4,0,0,0,0.41,0.54,1.13,107.0235125,0.53,0.66,-0.12,49.54,2.0,14.0,0,8.66,9.91
5.74,99.0,26.005000000000003,0.0,0.995,0.53,0,0.29,0.46,0,0,0,0.52,0.57,1.36,107.0235125,0.66,1.175,-0.16,75.53125,2.5,14.0,0,15.0,15.23
0.0,0.7,4.74,0.7,-0.81,-0.65,1,0.0,0.29,0,0,1,0.48,0.35,-0.83,0.0,0.64,-1.3450000000000002,-0.35,0.0,0.0,11.5,4,3.32,19.2
6.44,99.0,7.26,0.0,0.79,0.3,0,0.26,0.4,0,0,0,0.42,0.53,0.95,61.5663,0.53,0.66,0.15,27.42,2.0,14.0,0,6.96,7.51
-0.72,99.0,2.99,0.0,-0.07,-0.63,1,0.06,0.21,0,0,0,0.18,0.46,-0.26,4.5164,0.43,-0.06,-0.13,8.62,0.0,14.0,0,6.1,6.18
-1.86,99.0,2.2,0.0,0.08,-0.01,1,0.05,0.08,0,0,0,0.28,0.61,0.08,26.583,0.43,0.29,-0.21,7.76,0.0,14.0,0,7.06,27.29875
-0.2,0.083333333,4.06,0.666666667,-0.07,0.37,0,0.14,0.41,0,0,0,0.44,0.47,-0.28,16.7828,0.45,-0.06,-0.06,9.99,0.0,13.0,0,4.67,6.44
-3.34,99.0,8.27,0.0,0.995,0.35,0,0.26,0.35,0,0,0,0.3,0.45,1.29,65.6661,0.44,0.81,-0.17,25.05,1.0,14.0,0,11.73,13.54
-2.3,0.2,2.11,0.0,0.01,0.03,0,0.15,0.34,0,0,0,0.36,0.61,0.01,6.7665,0.62,0.01,0.04,5.01,0.0,13.0,0,3.26,3.87
-2.09,99.0,26.005000000000003,0.0,0.71,0.0,0,0.18,0.45,0,0,0,0.45,0.54,0.43,79.2664,0.55,0.59,0.01,37.06,2.5,14.0,0,18.26375,27.29875
6.44,99.0,9.08,0.0,0.03,-0.28,0,0.14,0.39,0,0,0,0.47,0.46,0.5,107.0235125,0.6,-0.12,-0.28,22.11,1.0,14.0,0,7.3,27.29875
-0.26,0.176470588,11.27,0.352941177,-0.39,0.01,0,0.26,0.54,0,0,1,0.54,0.66,-0.28,10.8833,0.62,-0.33,0.07,23.52,0.0,11.5,5,7.11,10.8
0.32,0.428571429,2.38,0.0,-0.25,-0.72,1,-0.02,0.24,0,0,0,0.44,0.7,-0.29,2.1666,0.73,-0.47,-0.03,1.5,0.0,14.0,0,3.26,6.38
-7.960000000000001,99.0,7.79,0.0,-0.37,-0.24,0,0.2,0.47,0,0,0,0.49,0.62,-0.47,27.7161,0.63,-0.3,0.09,18.55,0.0,14.0,0,7.16,9.82
6.44,1.0,10.59,1.0,-0.39,-0.18,1,0.07,0.34,0,0,1,0.27,0.47,-0.54,19.9831,0.41,-0.6,-0.16,15.32,1.0,14.0,0,8.89,9.84
-2.3,0.133333333,6.9,0.6,0.12,-0.09,0,0.21,0.43,0,0,0,0.45,0.64,0.16,13.5498,0.66,0.12,-0.02,15.56,0.0,14.0,0,3.52,6.14
