s6.new.rev.p2.m2,s2.rch.val.p6,s8.mbl.p2,s7.s4.day.no.mou.p2.p4,s8.ic.mou.all.p3,s6.rtd.mou.p2.m2,s1.og.hom.mou.p1,ds.usg.p6,ds.og.usg.p4,s3.new.rev.p1,s2.s4.day.no.mou.p2,s8.new.rev.p3,s4.low.blnc.ins.p3,s8.rtd.mou.p3,s2.s4.day.no.mou.p3,s7.rtd.mou.m1.m2,s4.rch.val.gt.30.p2,s4.data.ins.l14,s4.std.ic.ins.l14,target
-0.35,41.83,4.89,1.0,-0.11,0.0,24.8332,0.0,0.0,2.08,0.0,0.01,0.0,-0.1,0.0,0.607745446,1.0,0.0,1.0,0
-0.11,98.44,-7.71,99.0,-0.26,-0.01,66.6664,0.0,0.0,4.0,0.0,-0.41,0.0,0.37,0.0,1.582951889,1.0,0.0,0.0,0
0.21,143.33,4.23,99.0,0.05,0.1,39.9831,0.0,0.0,11.04,0.0,-0.47,0.0,-0.15,0.0,1.006556375,1.0,0.0,0.0,0
-0.18,56.57,-1.38,99.0,-0.08,-0.36,53.4331,0.0,0.0,13.49,0.0,-0.08,1.0,-0.99,0.0,0.928987292,1.0,0.0,5.0,0
1.28,67.0,-7.86,0.0,-0.2,-0.02,4.5164,0.0,0.0,1.13,0.0,0.46,8.0,0.13,5.0,1.831138988,1.0,0.0,4.0,0
-0.17,18.92,1.4,99.0,-0.7,-0.17,26.0998,0.0,0.0,8.1,0.0,0.12,4.0,-0.26,0.0,0.77393708,0.0,2.0,2.0,0
-0.29,122.25,-2.56,99.0,-0.29,-0.48,38.8163,0.0,0.0,17.54,0.0,0.41,1.0,-0.12,0.0,1.023817383,1.0,0.0,0.0,0
0.27,26.84,2.42,0.0,-0.29,0.24,30.083,0.0,0.0,6.77,0.0,0.71,1.0,0.5,0.0,1.552492341,2.0,0.0,1.0,0
-0.43,80.0,-0.39,99.0,0.1,0.11,90.2331,0.0,0.0,0.6,0.0,0.0,0.0,-0.12,0.0,1.220979123,0.0,0.0,4.0,0
-0.17,90.0,3.68,1.0,-0.24,-0.41,25.4663,0.0,0.0,7.37,0.0,-1.16,1.0,-1.15,0.0,0.791594989,1.0,0.0,3.0,0
-0.3,44.57,-3.23,99.0,-0.13,-0.16,25.8831,0.0,0.0,3.15,0.0,0.12,0.0,0.2,0.0,0.316068042,0.0,1.0,0.0,0
0.91,71.67,-6.04,0.5,0.3,0.17,24.4998,0.0,0.0,14.47,0.0,1.13,0.0,0.37,0.0,1.500671356,1.0,0.0,1.0,0
-0.01,58.57,2.48,99.0,0.58,-0.12,22.7998,0.0,0.0,3.79,0.0,-0.15,1.0,0.12,0.0,0.887691991,1.0,0.0,0.0,0
0.14,63.33,-4.73,99.0,-0.77,-0.07,30.0498,0.0,0.0,6.53,0.0,0.09,0.0,0.06,0.0,1.587086388,2.0,0.0,1.0,0
0.07,150.0,-3.42,0.6,0.0,0.08,16.4332,0.0,0.0,5.09,2.0,0.2,0.0,0.14,2.0,1.445689436,0.0,0.0,2.0,0
-0.11,35.0,6.01,0.0,-0.01,-0.18,6.8663,0.0,0.0,2.19,0.0,0.15,0.0,0.09,0.0,1.912723993,1.0,0.0,0.0,0
0.79,12.0,0.4,0.0,0.42,0.82,21.5664,0.0,0.0,9.12,0.0,0.32,5.0,0.25,0.0,1.41157325,0.0,4.0,2.0,0
-0.33,53.33,-3.37,0.125,0.8,-0.29,16.0498,0.0,0.0,2.01,0.0,0.04,0.0,0.03,0.0,0.867304547,0.0,0.0,0.0,1
-0.21,40.0,-1.39,0.0,0.11,0.28,7.5331,0.0,0.0,1.14,0.0,0.15,5.0,0.22,5.0,1.492124655,0.0,0.0,0.0,0
-0.21,47.0,-4.88,0.0,-0.09,0.42,28.9998,0.0,0.0,6.57,0.0,-0.35,2.0,0.34,0.0,1.06619183,0.0,0.0,1.0,0
0.2,21.67,0.25,0.0,0.37,0.15,10.8998,0.0,0.0,2.96,0.0,-0.02,3.0,-0.02,0.0,0.765780834,0.0,1.0,2.0,0
-0.17,116.67,-7.73,99.0,-0.58,-0.13,25.8163,0.0,0.0,2.14,0.0,-0.13,0.0,-0.09,0.0,0.734268803,0.0,0.0,4.0,0
0.09,50.0,-0.17,0.222222222,0.04,-0.52,10.4665,0.0,0.0,16.02,0.0,0.36,3.0,0.15,2.0,0.775550917,1.0,2.0,1.0,0
-0.26,41.6,-4.74,0.0,-0.25,-0.35,29.0663,0.0,0.0,1.64,0.0,-0.3,0.0,-0.59,0.0,0.096022938,0.0,0.0,3.0,1
-0.02,32.86,-5.95,0.0,-0.2,0.06,20.1998,0.0,0.0,5.72,0.0,-0.11,1.0,-0.02,0.0,1.295439931,0.0,0.0,0.0,0
0.26,28.89,-0.97,0.0,-0.42,0.46,34.833,0.0,0.0,4.44,0.0,0.84,6.0,0.68,2.0,0.552016701,1.0,0.0,0.0,0
0.02,19.6,0.34,0.666666667,-0.05,-0.1,45.1831,0.0,0.0,11.41,2.0,1.09,11.0,0.55,2.0,1.282139275,0.0,0.0,0.0,0
0.03,44.0,3.52,0.2,0.2,0.32,4.3666,0.0,0.0,2.26,2.0,-0.03,6.0,0.13,2.0,1.299838701,1.0,3.0,0.0,0
0.5,50.0,-6.26,0.0,-0.11,-0.06,23.2664,0.0,0.0,5.54,0.0,0.01,3.0,0.13,0.0,0.889048894,1.0,1.0,4.0,1
0.18,30.0,2.03,0.5,0.05,0.23,7.5998,0.0,0.0,3.67,0.0,-0.06,1.0,-0.07,0.0,1.219986159,0.0,1.0,1.0,0
-0.51,44.29,-5.24,0.25,-0.15,-0.47,14.2999,0.0,0.0,5.58,0.0,-0.08,0.0,-0.04,0.0,0.085602075,0.0,0.0,0.0,1
-0.55,20.0,0.48,0.25,-0.01,-0.58,8.8998,0.0,0.0,2.53,0.0,-0.19,0.0,-0.16,2.0,1.065204875,0.0,0.0,0.0,0
0.22,31.67,-1.99,0.0,0.61,0.46,15.1164,0.0,0.0,4.52,0.0,0.22,3.0,0.17,0.0,1.110586566,0.0,0.0,0.0,0
-0.45,113.0,-4.92,99.0,0.18,-0.09,28.2331,0.0,0.0,2.25,0.0,0.17,0.0,0.33,0.0,1.803236102,0.0,0.0,1.0,0
-0.38,10.0,0.69,0.214285714,0.15,-0.22,6.4832,0.0,0.0,2.96,2.0,0.17,13.0,0.19,3.33,1.979679825,0.0,0.0,0.0,0
0.23,30.08,0.03,99.0,0.12,0.04,20.8331,0.0,0.0,15.24,0.0,0.01,0.0,-0.05,0.0,1.172723046,1.0,0.0,0.0,0
0.65,46.0,5.07,0.125,0.65,0.47,23.8664,0.0,0.0,18.15,0.0,0.48,3.0,0.02,0.0,0.678667884,1.0,0.0,4.0,0
-0.14,33.9,-0.63,0.0,0.49,-0.17,23.1497,0.0,0.0,8.42,0.0,-0.21,0.0,-0.26,0.0,1.020077152,0.0,0.0,1.0,0
-0.01,27.5,0.46,0.0,0.1,-0.02,8.1331,0.0,0.0,9.55,0.0,0.22,10.0,-0.12,0.0,1.484815298,0.0,0.0,1.0,0
-0.9,55.0,-0.42,0.375,-0.23,-0.88,1.6499,0.0,0.0,0.6,0.0,-0.45,0.0,-0.38,2.0,0.91063035,0.0,0.0,0.0,0
-0.14,55.42,-0.58,99.0,-0.03,-0.17,48.1664,0.0,0.0,6.41,0.0,0.71,0.0,0.62,0.0,1.132741083,1.0,1.0,2.0,1
0.79,25.83,3.2,99.0,-0.44,0.72,60.9998,0.0,0.0,2.81,0.0,0.2,1.0,0.48,0.0,0.886588647,1.0,2.0,0.0,0
-0.12,26.67,-0.87,0.333333333,0.1,-0.13,10.6331,0.0,0.0,2.89,0.0,-0.05,3.0,-0.04,0.0,0.627349799,0.0,0.0,0.0,0
0.25,46.5,4.63,0.0,-0.37,1.24,12.1998,0.0,0.0,1.25,0.0,-0.11,0.0,-0.24,0.0,0.66846954,1.0,0.0,3.0,0
-0.39,34.44,5.51,0.5,-0.31,-0.39,23.7831,0.0,0.0,5.35,0.0,-0.08,2.0,-0.08,0.0,1.092210559,1.0,0.0,0.0,0
0.1,42.5,-7.21,0.0,-0.11,1.22,0.0,0.0,0.0,2.73,0.0,-1.11,0.0,0.22,0.0,0.483865989,0.0,0.0,1.0,0
-0.37,49.56,-4.73,99.0,0.08,-0.28,20.8165,0.0,0.0,5.96,0.0,0.1,1.0,-0.15,0.0,0.595531037,1.0,0.0,0.0,1
-0.45,54.0,0.0,0.0,0.2,0.8,11.233,0.0,0.0,0.36,0.0,-0.66,15.0,0.04,3.0,0.478209278,0.0,0.0,0.0,0
-0.3,39.23,0.33,0.333333333,0.05,-0.4,32.8331,0.0,0.0,14.15,2.0,-1.11,11.0,-0.84,4.0,1.255394286,1.0,0.0,0.0,1
0.34,46.67,-1.55,0.0,0.01,0.16,13.9831,0.0,0.0,4.51,0.0,0.09,1.0,0.06,0.0,1.060186626,0.0,0.0,0.0,0
1.49,40.0,1.21,0.0,0.11,1.37,4.9831,0.0,0.0,0.96,0.0,0.06,0.0,0.29,0.0,0.843631732,1.0,0.0,0.0,0
-0.03,80.0,-1.65,99.0,-0.07,-0.04,53.6665,0.0,0.0,8.25,0.0,-0.79,1.0,-0.61,0.0,0.507111415,2.0,0.0,0.0,0
-0.32,55.0,-3.43,0.0,0.15,-0.29,10.9331,0.0,0.0,1.83,0.0,-0.05,2.0,-0.02,0.0,0.894619966,0.0,0.0,2.0,0
0.04,13.75,-0.46,0.181818182,0.1,0.33,7.9497,0.0,0.0,3.76,0.0,0.15,7.0,0.11,4.0,0.625564633,0.0,0.0,0.0,0
0.18,49.0,-7.34,0.0,-0.94,0.19,17.7999,0.0,0.0,5.35,0.0,-0.37,1.0,-0.31,0.0,1.161607822,0.0,1.0,2.0,0
0.42,50.0,0.32,0.0,0.0,0.84,34.3664,0.0,0.0,4.53,0.0,0.17,2.0,0.34,0.0,1.644001757,1.0,0.0,0.0,0
-0.11,49.43,-7.7,0.25,-0.64,0.59,53.0163,0.0,0.0,8.53,0.0,0.3,0.0,0.66,0.0,0.672163064,0.0,0.0,0.0,0
0.11,36.5,-5.17,99.0,-0.01,0.29,24.2497,0.0,0.0,3.17,0.0,0.3,1.0,0.29,0.0,1.240243509,1.0,0.0,0.0,0
-0.81,40.0,-0.36,0.307692308,0.0,-0.8,1.4999,0.0,0.0,0.73,3.0,-0.02,0.0,-0.02,2.33,0.945709212,0.0,0.0,0.0,1
-0.46,45.67,3.47,1.0,-0.09,-0.71,16.1498,0.0,0.0,13.09,3.0,0.2,5.0,-0.52,3.0,1.118043469,1.0,1.0,0.0,0
-0.06,47.27,3.26,0.0,0.53,-0.52,14.7498,0.0,0.0,5.08,0.0,-0.83,2.0,-0.67,0.0,0.593370595,2.0,1.0,2.0,0
0.05,50.0,-2.38,99.0,-0.27,0.02,31.2164,0.0,0.0,0.73,0.0,0.04,2.0,0.02,0.0,1.426847056,2.0,0.0,0.0,1
-0.07,58.0,-6.49,99.0,-0.2,0.09,18.7831,0.0,0.0,5.55,0.0,-0.28,0.0,0.0,0.0,1.325544413,0.0,0.0,3.0,0
-0.17,37.65,0.18,0.0,0.93,-0.44,42.7332,0.0,0.0,11.5,0.0,-0.47,12.0,-0.4,0.0,1.031030349,0.0,0.0,0.0,0
-0.55,21.0,-1.42,0.5,0.49,-0.4,4.5999,0.0,0.0,1.45,0.0,-0.05,0.0,-0.14,0.0,1.481687347,0.0,0.0,0.0,0
-0.66,48.67,-4.47,99.0,-0.35,-0.54,34.0664,0.0,0.0,4.41,0.0,-0.15,0.0,-0.33,0.0,0.710515139,0.0,1.0,0.0,1
0.51,11.11,0.66,99.0,0.43,0.23,31.2164,0.0,0.0,13.52,0.0,0.8,2.0,0.43,0.0,0.39594637,0.0,0.0,0.0,0
-0.79,40.0,-0.93,0.0,-0.12,-0.58,1.5664,0.0,0.0,0.35,0.0,-0.21,3.0,-0.08,0.0,0.344847582,0.0,0.0,0.0,0
-0.62,52.0,-4.33,0.0,-0.18,-0.6,11.8165,0.0,0.0,4.87,0.0,-0.11,3.0,-0.04,3.0,0.601334475,0.0,0.0,2.0,1
0.3,29.71,1.47,0.0,0.12,-0.05,33.3664,0.0,0.0,4.66,0.0,0.21,1.0,-0.01,0.0,0.233817805,0.0,0.0,0.0,0
0.27,26.36,1.56,99.0,-0.34,0.2,30.7664,0.0,0.0,10.1,0.0,0.08,0.0,0.03,0.0,0.623033976,1.0,0.0,0.0,0
0.66,44.17,1.33,0.0,-0.2,1.0,25.7997,0.0,0.0,4.0,0.0,0.36,4.0,0.38,0.0,1.236973879,2.0,0.0,1.0,0
0.16,37.78,1.33,0.0,-0.23,0.15,28.3164,0.0,0.0,11.93,0.0,-0.12,1.0,-0.09,0.0,0.622735753,0.0,0.0,0.0,0
0.07,30.2,-3.57,0.0,0.0,0.32,14.8497,0.0,0.0,2.4,0.0,-0.28,2.0,-0.18,0.0,0.679990084,0.0,0.0,0.0,1
-0.38,37.22,-1.15,0.285714286,-0.24,-0.38,2.6166,0.0,0.0,1.15,2.0,-0.96,6.0,-0.72,2.0,0.450511385,1.0,0.0,4.0,1
-0.53,45.0,-2.38,0.0,-0.04,-0.49,9.1165,0.0,0.0,2.0,0.0,-0.15,0.0,-0.07,0.0,1.220277425,0.0,0.0,0.0,0
0.31,51.11,-3.92,99.0,-0.22,0.28,35.183,0.0,0.0,4.82,0.0,0.39,1.0,0.26,0.0,0.765599332,1.0,0.0,0.0,0
0.93,10.0,-1.64,0.166666667,-0.28,0.83,16.2665,0.0,0.0,6.47,0.0,0.38,3.0,0.18,0.0,2.041285319,0.0,0.0,0.0,0
-0.07,21.25,-0.76,0.125,0.09,0.02,7.1498,0.0,0.0,1.52,0.0,-0.11,5.0,0.0,2.0,1.050127699,0.0,0.0,0.0,0
-0.49,10.83,-0.63,0.285714286,-0.39,-0.62,5.5832,0.0,0.0,3.87,0.0,-0.24,5.0,-0.27,0.0,0.594897789,0.0,4.0,1.0,1
0.58,46.63,2.5,99.0,0.26,0.05,37.183,0.0,0.0,14.6,0.0,1.21,1.0,0.12,0.0,0.88936032,1.0,0.0,5.0,0
0.68,51.67,-0.72,0.333333333,-0.06,0.65,35.0164,0.0,0.0,5.71,3.0,0.61,1.0,0.54,3.0,0.90592006,1.0,1.0,0.0,0
-0.42,31.67,3.66,0.0,0.0,-0.31,12.2165,0.0,0.0,2.0,0.0,-0.28,1.0,-0.23,0.0,1.00509815,1.0,0.0,0.0,1
0.07,26.36,0.93,0.0,-0.23,0.11,27.833,0.0,0.0,4.13,0.0,-0.28,1.0,-0.17,0.0,1.224335688,1.0,1.0,0.0,0
0.63,35.71,2.76,99.0,-0.09,-0.02,34.2164,0.0,0.0,9.45,0.0,0.53,1.0,0.25,0.0,0.625406206,0.0,0.0,0.0,0
-0.52,40.0,-0.75,0.285714286,-0.25,-0.5,3.7999,0.0,0.0,1.55,2.0,-0.07,1.0,-0.06,2.0,0.708473238,0.0,0.0,0.0,0
-0.16,150.0,-4.25,99.0,-0.13,-0.16,11.6831,0.0,0.0,2.86,0.0,-0.5,0.0,-0.42,0.0,0.697244236,0.0,0.0,0.0,0
-0.62,49.0,-4.12,0.142857143,0.02,-0.52,3.5165,0.0,0.0,1.48,0.0,-0.18,0.0,-0.06,0.0,0.62661103,0.0,5.0,0.0,1
-0.72,21.22,1.59,99.0,-0.46,-0.54,7.6665,0.0,0.0,0.65,0.0,0.01,12.0,-0.06,0.0,1.010383454,0.0,0.0,0.0,0
1.18,57.5,-1.94,0.125,0.06,1.15,13.6165,0.0,0.0,5.71,0.0,0.22,0.0,0.22,0.0,1.312267369,2.0,0.0,1.0,0
-0.12,44.0,1.7,0.235294118,0.08,-0.15,22.5498,0.0,0.0,8.44,3.0,0.13,4.0,0.11,3.5,0.803208855,1.0,0.0,0.0,1
0.05,48.33,-3.41,0.142857143,-0.02,-0.2,12.9998,0.0,0.0,4.15,0.0,-0.15,0.0,-0.31,0.0,0.981027093,1.0,0.0,2.0,0
0.12,30.2,3.15,0.4,0.31,0.47,23.8832,0.0,0.0,7.21,0.0,0.16,0.0,0.14,0.0,0.829494418,0.0,0.0,0.0,0
-0.78,16.5,-0.27,0.75,-0.24,-0.75,7.2499,0.0,0.0,4.21,2.0,-0.46,9.0,-0.33,2.0,0.53920093,0.0,0.0,0.0,1
-0.18,40.0,2.17,0.333333333,0.06,-0.28,16.9331,0.0,0.0,2.46,0.0,0.21,4.0,0.09,0.0,1.026842539,0.0,1.0,0.0,0
-0.11,30.0,-0.58,99.0,-0.3,-0.22,24.5497,0.0,0.0,3.75,0.0,0.04,4.0,0.02,0.0,0.636195095,0.0,0.0,1.0,0
0.71,43.33,-4.48,1.0,0.24,0.11,22.4497,0.0,0.0,7.99,0.0,0.52,2.0,0.09,0.0,1.538217299,1.0,0.0,0.0,0
-0.59,52.23,1.4,99.0,0.12,-0.69,25.4663,0.0,0.0,6.59,0.0,0.26,0.0,0.0,0.0,0.621528361,1.0,0.0,0.0,1
0.23,16.67,0.65,0.0,0.3,-0.04,13.3332,0.0,0.0,12.23,0.0,0.53,2.0,0.23,0.0,1.13223095,0.0,0.0,0.0,0
0.95,34.0,5.29,0.0,0.03,0.57,20.5498,0.0,0.0,9.69,0.0,0.75,1.0,0.32,0.0,1.140611449,1.0,0.0,1.0,0
-0.1,18.75,-0.49,0.0,0.04,-0.09,14.9497,0.0,0.0,2.32,0.0,-0.3,2.0,-0.2,0.0,0.865745036,0.0,4.0,4.0,0
-0.01,11.43,-0.22,0.166666667,-0.39,-0.02,26.0165,0.0,0.0,20.77,0.0,0.27,6.0,0.22,0.0,1.213465013,1.0,0.0,0.0,1
0.63,19.38,0.02,0.2,0.12,0.65,25.3332,0.0,0.0,9.72,0.0,0.28,1.0,0.23,0.0,1.079585998,1.0,0.0,1.0,0
-0.27,80.0,-6.67,0.0,-0.43,-0.25,19.3164,0.0,0.0,5.39,0.0,-0.52,0.0,-0.4,0.0,0.909762286,0.0,0.0,0.0,0
-0.48,27.2,-2.36,0.166666667,0.1,0.49,17.4832,0.0,0.0,2.92,0.0,0.14,0.0,0.27,0.0,1.506504455,0.0,0.0,1.0,0
-0.35,53.33,-4.73,0.0,-0.03,-0.35,3.3498,0.0,0.0,0.44,0.0,-0.69,0.0,-0.34,2.0,1.571750604,0.0,0.0,0.0,0
-0.16,63.33,-5.18,1.0,0.39,-0.11,23.033,0.0,0.0,2.83,0.0,-0.06,0.0,0.01,0.0,1.213350252,0.0,0.0,0.0,0
-0.66,54.0,0.0,0.166666667,0.1,0.27,15.3664,0.0,0.0,0.75,0.0,-0.19,15.0,0.02,0.0,1.087005694,0.0,0.0,2.0,1
0.14,100.0,2.8,0.0,0.04,0.13,18.8331,0.0,0.0,2.57,0.0,-0.08,0.0,-0.07,0.0,0.844767608,1.0,1.0,0.0,0
0.55,55.0,-6.31,0.0,0.4,1.02,15.7998,0.0,0.0,5.16,0.0,0.4,7.0,0.32,4.0,1.104228782,0.0,0.0,0.0,0
-0.3,42.5,-3.63,0.25,0.15,-0.08,19.3497,0.0,0.0,4.22,2.0,0.24,5.0,0.25,2.0,1.453578515,0.0,0.0,0.0,0
-0.01,35.45,3.85,0.0,0.2,-0.03,43.6164,0.0,0.0,10.55,0.0,0.0,4.0,0.13,0.0,0.024724719,1.0,0.0,0.0,0
0.28,64.0,-1.48,99.0,0.19,0.38,33.5165,0.0,0.0,6.89,0.0,0.51,0.0,0.39,0.0,0.89797074,1.0,0.0,0.0,0
-0.01,66.67,4.12,0.0,-0.6,-0.21,27.0163,0.0,0.0,15.23,0.0,0.63,2.0,0.38,2.0,0.622933076,1.0,0.0,0.0,0
0.83,81.33,-4.47,0.0,0.88,1.31,71.0997,0.0,0.0,5.07,0.0,0.95,0.0,1.12,0.0,1.320645502,1.0,0.0,3.0,0
0.02,12.05,-0.48,99.0,-0.16,-0.47,33.8998,0.0,0.0,10.51,0.0,1.18,7.0,0.3,0.0,0.914605792,0.0,0.0,0.0,0
-0.21,44.75,-3.01,99.0,-0.2,0.31,14.0496,0.0,0.0,0.86,0.0,0.01,0.0,0.01,0.0,0.777534796,1.0,0.0,0.0,0
-0.4,16.47,-0.64,0.25,-0.29,-0.32,14.1164,0.0,0.0,3.91,0.0,-0.04,4.0,0.08,2.0,0.520619816,0.0,0.0,0.0,0
1.42,50.0,-4.11,0.0,0.01,1.29,17.7664,0.0,0.0,5.16,0.0,0.52,0.0,0.37,2.0,1.901268687,1.0,0.0,3.0,0
0.82,45.0,-1.37,0.0,-0.06,0.81,27.633,0.0,0.0,10.51,0.0,0.28,0.0,0.21,0.0,0.56586948,1.0,0.0,0.0,0
0.33,85.0,-4.07,0.0,-0.5,0.36,9.4997,0.0,0.0,1.77,0.0,0.1,1.0,0.09,0.0,1.471551336,0.0,0.0,0.0,0
-0.29,99.67,-5.48,99.0,-0.07,-0.27,13.9998,0.0,0.0,2.63,0.0,0.05,0.0,0.04,0.0,1.304209907,0.0,0.0,1.0,0
-0.54,48.5,-1.89,0.4,-0.44,-0.31,13.2666,0.0,0.0,1.58,0.0,-0.63,2.0,0.11,2.0,1.670431483,0.0,2.0,1.0,0
-0.44,18.57,0.63,0.0,-0.43,-0.68,3.883,0.0,0.0,4.22,0.0,-0.15,9.0,-0.21,2.0,1.240066457,0.0,0.0,0.0,0
0.04,50.0,2.4,0.0,0.34,0.0,38.0496,0.0,0.0,5.0,0.0,0.77,0.0,0.59,0.0,0.867678096,2.0,0.0,1.0,0
-0.39,64.5,-2.0,99.0,0.45,-0.52,7.8497,0.0,0.0,1.68,0.0,-0.15,0.0,-0.61,0.0,0.829693604,0.0,0.0,0.0,0
0.58,70.0,-2.49,0.0,-0.65,0.17,26.6497,0.0,0.0,16.0,0.0,0.6,0.0,-0.03,0.0,1.280442391,1.0,0.0,0.0,0
1.13,28.0,2.24,0.0,0.17,0.66,25.4665,0.0,0.0,20.69,0.0,0.75,7.0,0.38,0.0,1.723097301,1.0,0.0,2.0,0
0.91,113.33,1.37,0.0,0.14,0.68,59.4164,0.0,0.0,7.51,0.0,-0.16,0.0,-0.27,0.0,0.964836146,1.0,0.0,0.0,0
0.29,17.04,-2.46,99.0,0.02,-0.41,22.983,0.0,0.0,4.48,0.0,0.23,5.0,-0.27,0.0,0.601194187,2.0,0.0,0.0,0
0.03,35.56,-1.9,0.0,0.03,0.04,29.7664,0.0,0.0,3.84,0.0,-0.04,2.0,-0.07,0.0,0.914243613,0.0,0.0,2.0,0
-0.07,24.67,0.67,0.0,0.44,0.4,37.1497,0.0,0.0,5.34,0.0,0.33,5.0,0.77,2.0,1.269177947,1.0,3.0,0.0,1
-0.67,27.0,3.19,0.125,-0.06,-0.51,7.7666,0.0,0.0,2.22,0.0,-0.06,0.0,-0.18,0.0,0.071904726,0.0,3.0,0.0,1
0.99,16.25,-0.21,0.0,0.09,1.2,11.383,0.0,0.0,0.97,0.0,0.16,4.0,0.14,0.0,0.630797578,0.0,0.0,0.0,0
-0.28,50.0,-3.61,0.0,0.1,-0.22,9.6998,0.0,0.0,1.43,0.0,-0.47,2.0,-0.32,0.0,0.863690243,0.0,0.0,0.0,0
-0.76,42.83,-2.04,0.4,0.08,-0.91,9.0332,0.0,0.0,2.37,0.0,-0.03,2.0,-0.46,3.0,0.035664952,0.0,0.0,0.0,1
-0.45,48.33,-4.16,0.25,0.01,0.11,43.6164,0.0,0.0,1.78,0.0,-0.14,4.0,0.28,3.0,0.884809058,0.0,0.0,1.0,0
-0.28,79.5,-6.19,0.0,0.28,-0.34,24.183,0.0,0.0,6.2,0.0,0.32,0.0,0.05,0.0,0.385569577,0.0,1.0,2.0,0
0.53,143.75,-4.46,99.0,0.25,0.47,69.4664,0.0,0.0,15.66,0.0,0.49,1.0,0.26,0.0,0.764149641,1.0,0.0,1.0,0
-0.27,15.83,-0.57,0.0,-0.28,-0.17,7.6331,0.0,0.0,1.56,0.0,0.03,5.0,0.01,0.0,0.54151013,0.0,0.0,1.0,0
0.85,39.0,-0.09,0.0,0.1,0.48,28.8829,0.0,0.0,14.01,0.0,0.34,6.0,-0.09,0.0,1.075256391,0.0,0.0,3.0,0
0.52,31.33,-2.07,0.0,-0.21,0.73,28.4997,0.0,0.0,3.08,0.0,0.3,2.0,0.12,0.0,0.823270531,1.0,1.0,0.0,0
-0.62,26.27,0.37,0.0,0.06,-1.0,0.85,0.0,0.0,7.71,0.0,0.39,14.0,0.02,0.0,0.795592498,0.0,0.0,0.0,1
-0.07,22.0,0.76,0.166666667,0.05,-0.05,5.6331,0.0,0.0,2.45,0.0,-0.07,4.0,-0.06,0.0,0.979303373,0.0,0.0,2.0,0
0.01,57.5,3.91,0.375,-0.35,0.07,14.0498,0.0,0.0,6.66,3.0,0.15,4.0,0.23,3.5,0.572446707,1.0,2.0,0.0,0
-0.59,24.5,-0.38,0.0,0.53,-0.25,22.4664,0.0,0.0,1.39,0.0,0.01,1.0,0.0,0.0,0.130444887,0.0,0.0,0.0,1
-0.47,53.33,-0.3,0.4,0.01,-0.77,9.5164,0.0,0.0,2.67,2.0,-1.1,7.0,-0.56,2.0,1.342705666,1.0,0.0,2.0,0
-0.72,78.0,-1.96,0.0,-0.27,-0.24,19.8164,0.0,0.0,1.39,0.0,-0.9,1.0,-0.13,0.0,1.471492493,0.0,0.0,2.0,1
-0.35,43.33,-2.77,99.0,0.08,-0.3,8.9831,0.0,0.0,1.71,0.0,-0.14,0.0,-0.05,0.0,0.804047332,0.0,0.0,3.0,0
-0.47,19.95,0.18,99.0,-0.3,-0.36,36.8331,0.0,0.0,8.41,0.0,-1.5,0.0,-1.06,0.0,0.426940085,0.0,0.0,0.0,1
-0.23,60.0,-3.99,99.0,-0.41,-0.23,12.9164,0.0,0.0,2.6,0.0,0.11,1.0,0.11,0.0,0.883197717,0.0,0.0,0.0,0
0.63,80.0,-2.43,99.0,-0.95,0.58,61.8331,0.0,0.0,13.96,0.0,1.13,5.0,1.02,0.0,0.756719243,1.0,0.0,1.0,0
-0.08,33.92,-0.13,99.0,0.52,0.0,43.0164,0.0,0.0,8.93,0.0,0.05,6.0,0.18,0.0,0.518322834,0.0,2.0,1.0,0
-0.15,83.33,5.62,0.0,0.32,-0.35,14.0664,0.0,0.0,2.62,0.0,-0.01,0.0,-0.15,0.0,0.731513551,1.0,1.0,1.0,0
0.18,46.67,2.72,0.0,-0.03,0.04,8.1831,0.0,0.0,2.54,0.0,0.07,1.0,0.0,0.0,0.941178269,1.0,0.0,0.0,0
-0.6,30.44,-1.79,0.333333333,-0.28,-0.81,3.6166,0.0,0.0,6.41,2.0,0.05,0.0,-0.4,2.0,1.252816388,0.0,0.0,0.0,0
-0.47,71.14,-2.33,99.0,0.43,-0.37,30.1998,0.0,0.0,3.07,0.0,0.09,3.0,0.21,0.0,1.022336684,1.0,0.0,0.0,0
-0.38,40.0,-1.49,0.214285714,-0.02,-0.36,7.8499,0.0,0.0,2.67,2.0,0.11,1.0,0.1,2.33,0.540524143,0.0,0.0,0.0,0
-0.03,25.0,-1.33,0.222222222,-0.17,0.0,16.4165,0.0,0.0,4.07,0.0,0.29,0.0,0.24,2.0,1.606732098,0.0,0.0,0.0,0
0.14,33.54,0.5,0.0,0.33,0.55,49.0165,0.0,0.0,7.89,0.0,0.72,4.0,1.07,3.0,0.887232267,1.0,1.0,0.0,0
-0.48,58.75,-2.28,99.0,0.03,-0.44,8.2998,0.0,0.0,2.35,0.0,-0.27,0.0,-0.25,0.0,1.298618448,0.0,0.0,0.0,0
-0.01,65.0,2.55,0.25,-0.34,-0.01,5.1999,0.0,0.0,2.8,2.0,0.07,0.0,0.03,2.0,1.038335229,1.0,0.0,0.0,0
0.44,54.0,-7.51,0.2,-0.02,0.56,19.4165,0.0,0.0,4.85,0.0,0.09,0.0,0.07,0.0,1.272252829,0.0,0.0,0.0,0
